product_id,title,meta_title,slug,thumb,desc,summary,type,sku,price,quantity,published_at,status,discount,created_at,updated_at
107918,Camera năng lượng mặt trời ngoài trời 360 độ 4MP EZVIZ HB8 Lite Kit,Camera năng lượng mặt trời ngoài trời 360 độ 4MP EZVIZ HB8 Lite Kit | Giá rẻ,camera-ezviz-nang-luong-mat-troi-hb8-lite-kit-4mp,/c/a/camera-ezviz-nang-luong-mat-troi-hb8-lite-kit-4mp_2.png,,"Sử dụng pin năng lượng mặt trời, đảm bảo gim st lin tục chỉ với hai giờ nh nắng mỗi ngyC độ phn giải 2K+ v khả năng xoay 360 độ gip quan st ton cảnh m khng cần lắp đặt nhiều cameraNhận diện người v xe v tự động theo di chuyển động, cung cấp thng bo khi cần thiếtTch hợp đn chiếu sng cho hnh ảnh mu sắc r nt ngay cả trong điều kiện nh sng yếuKết nối Wi-Fi 6, tăng cường độ ổn định v tốc độ kết nối, mang lại trải nghiệm pht video mượt m",-,camera-ezviz-nang-luong-mat-troi-hb8-lite-kit-4mp,2790000,999,2025-11-19 17:37:10,1,450000,2025-11-19 17:37:10,2025-11-19 17:37:10
107051,Camera IP trong nhà/ngoài trời 360 độ 2MP Tp-Link Tapo C206,Camera IP trong nhà/ngoài trời 360 độ 2MP Tp-Link Tapo C206 | Giá rẻ,camera-tp-link-tapo-c206-2mp,/c/a/camera-tp-link-tapo-c206-2mp_1.png,"Flash Sale cuối tuần từ 9:00-11:00 ngy 9/11/2025 p dụng thanh ton online 100% (trừ chuyển khoản). Mỗi khch chỉ mua 1 sản phẩm trong chương trnh. Giữ đơn hng trong 24h. Số lượng c hạn, khuyến mi c thể kết thc sớm","Cung cấp chất lượng Full HD 1080p mang lại hnh ảnh sắc nt v mu sắc sống động cả ngy lẫn đm với đn chiếu tch hợpPht hiện AI thng minh: Nhận diện người v pht hiện tiếng khc của trẻ em, gửi thng bo ngay khi cần thiếtCamera tự động theo di đối tượng khi pht hiện chuyển động, đảm bảo an ninh lin tụcXoay 340 ngang v 105 dọc, bao qut nhiều khu vực hơn, ph hợp với bất kỳ khng gian nom thanh hai chiều & ci bo gip giao tiếp dễ dng v đuổi kẻ xm nhập bằng m thanh v nh sng cảnh bo",-,camera-tp-link-tapo-c206-2mp,1050000,999,2025-11-19 17:37:10,1,360000,2025-11-19 17:37:10,2025-11-19 17:37:10
87169,Camera IP ngoài trời 3MP IMOU IPC-S3EP-3M0WE Full Color,Camera IP ngoài trời 3MP IMOU IPC-S3EP-3M0WE Full Color | Giá rẻ,camera-ip-hong-ngoai-ngoai-troi-3mp-imou-ipc-s3ep-3m0we-full-color,/c/a/camera-ip-hong-ngoai-ngoai-troi-3mp-imou-ipc-s3ep-3m0we.1.png,,"Hnh ảnh sắc nt, ghi hnh với độ phn giải 3MP, cho hnh ảnh r nt cả ngy lẫn đm.Cng nghệ Full Color cho php camera ghi lại hnh ảnh mu sắc sống động ngay cả trong điều kiện thiếu sng.Kết nối mọi lc mọi nơi theo di ngi nh của bạn từ xa qua điện thoại với tnh năng đm thoại 2 chiều tiện lợi.Thiết kế ngoi trời bền bỉ, hoạt động ổn định trong điều kiện mưa, nắng.Ci đặt đơn giản, dễ dng kết nối với wifi, khng cần đi dy phức tạp.",-,camera-ip-hong-ngoai-ngoai-troi-3mp-imou-ipc-s3ep-3m0we,1590000,999,2025-11-19 17:37:10,1,620000,2025-11-19 17:37:10,2025-11-19 17:37:10
87171,Camera IP ngoài trời 5MP IMOU IPC-S3EP-5M0WE Full Color,Camera IP ngoài trời 5MP IMOU IPC-S3EP-5M0WE Full Color | Giá rẻ,camera-ip-hong-ngoai-ngoai-troi-5mp-imou-ipc-s3ep-5m0we-full-color,/c/a/camera-ip-hong-ngoai-ngoai-troi-5mp-imou-ipc-s3ep-5m0we.6.png,,"Hnh ảnh sắc nt, ghi hnh với độ phn giải 5MP, cho hnh ảnh r nt cả ngy lẫn đm.Cng nghệ Full Color cho php camera ghi lại hnh ảnh mu sắc sống động ngay cả trong điều kiện thiếu sng.Kết nối mọi lc mọi nơi, theo di ngi nh của bạn từ xa qua điện thoại với tnh năng đm thoại 2 chiều tiện lợi.Thiết kế ngoi trời bền bỉ, hoạt động ổn định trong điều kiện mưa, nắng.Ci đặt đơn giản, dễ dng kết nối với wifi, khng cần đi dy phức tạp.",-,camera-ip-hong-ngoai-ngoai-troi-5mp-imou-ipc-s3ep-5m0we,1690000,999,2025-11-19 17:37:10,1,540000,2025-11-19 17:37:10,2025-11-19 17:37:10
81154,Camera IP 360 độ 5MP Imou Rex VT 3K,"Camera IP 360 độ 5MP Imou Rex VT 3K | Giá rẻ, chính hãng",camera-ip-hong-ngoai-khong-day-3k-imou-rex-vt,/c/a/camera-ip-hong-ngoai-khong-day-3k-imou-rex-vt.png,,"Kết nối với người thn chỉ với một chạm.Hnh ảnh siu nt 3K Ultra HD cho giao tiếp r rng hơn.Dễ dng thao tc với nhiều tnh năng thng minh trn mn hnh.Quay & qut bảo vệ 360, pht hiện chuyển động con người & vật nui.",Camera giám sát,camera-ip-hong-ngoai-khong-day-3k-imou-rex-vt,2000000,999,2025-11-19 17:37:10,1,660000,2025-11-19 17:37:10,2025-11-19 17:37:10
74796,Camera IP ngoài trời 360 độ 2MP TP-Link Tapo TC40 1080p,"Camera IP ngoài trời 360 độ 2MP TP-Link Tapo TC40 1080p | Chính hãng, giá rẻ, bền",camera-ip-wifi-tp-link-tapo-tc40-1080p,/c/a/camera-ip-wifi-tp-link-tapo-tc40-1080p_1_2.png,"Sale ""She"" m từ ngy 4/3 - 9/3 : Giảm gi cực sốc (số lượng c hạn, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Khả năng quay qut 360 độ theo chiều ngang gip bạn nắm r mọi hoạt động trong ngyKhng nước, bụi chuẩn IP65 cho khả năng chống chịu thời tiết khắc nghiệt v bền bỉ hơnTầm nhn ban đm ln đến 30m, hỗ trợ ghi lại những hoạt động r nt ngay cả trong tốiTnh năng theo di chuyển động, pht hiện người v thng bo cho người dng khi cần",Camera giám sát,CGS.TP.08.W,1320000,999,2025-11-19 17:37:21,1,570000,2025-11-19 17:37:21,2025-11-19 17:37:21
96778,Camera IP ngoài trời 360 độ 3MP TP-Link Tapo C510W,Camera IP ngoài trời 360 độ 3MP TP-Link Tapo C510W | Giá rẻ,camera-ngoai-troi-3mp-tp-link-tapo-c510w,/c/a/camera-ngoai-troi-3mp-tp-link-tapo-c510w.png,,"Độ phn giải 2K, ghi lại chi tiết hơn so với camera 1080p thng thườngTầm nhn đm đầy đủ mu sắc, quan st r rng cả ban ngy v ban đmPhạm vi quan st 360, ghi lại mọi thứ xung quanhTheo di chuyển động thng minh, đảm bảo an ninh khu vực quan trọngMiễn ph nhiều tnh năng pht hiện, bo động nh sng v m thanh, lưu trữ đm my",-,camera-ngoai-troi-3mp-tp-link-tapo-c510w,1140000,999,2025-11-19 17:37:21,1,270000,2025-11-19 17:37:21,2025-11-19 17:37:21
72789,Camera IP 360 độ 3MP TP-Link Tapo  TC71,"Camera IP 360 độ 3MP TP-Link Tapo TC71 | Chính hãng, giá rẻ, bền",camera-ip-wifi-tp-link-tapo-1080p-tc71,/c/a/camera-ip-wifi-tp-link-tapo-1080p-tc71_1_3.png,,"Tầm nhn ban đm đến 10m hỗ trợ bạn quan st dễ dng ngay cả trong bng tốiTnh năng pht hiện trẻ em khc v thng bo khi thấy c hoạt động chuyển động Sử dụng m thanh hai chiều sắc nt gip đm thoại với mọi người hoặc th cưngKhả năng bảo vệ vng ring tư, đảm bảo bảo mật cao ở cc nơi như phng ngủ",Camera giám sát,CGS.TP.05,790000,999,2025-11-19 17:37:21,1,270000,2025-11-19 17:37:21,2025-11-19 17:37:21
116297,Camera IP ngoài trời 2MP KBVision KX-C21L,Camera IP ngoài trời 2MP KBVision KX-C21L | Giá rẻ,camera-kbvision-ip-wifi-2mp-kx-c21l,/c/a/camera-kbvision-ip-wifi-2mp-kx-c21l.png,,"Độ phn giải 2MP, cảm biến CMOS 1/3 mang lại hnh ảnh sắc nt với 25/30fps@1080P, đảm bảo chất lượng quan st caoTầm nhn hồng ngoại 30m, đn LED thng minh cho khả năng quan st ban đm tốt, cng với cc chức năng chống ngược sng v chống nhiễuPht hiện chuyển động & bo động chủ động, gip nng cao an ninh cho khng gianĐm thoại hai chiều & khả năng chống nước IP67, ph hợp với nhiều điều kiện mi trường v hỗ trợ giao tiếp dễ dng",-,camera-kbvision-ip-wifi-2mp-kx-c21l,1300000,999,2025-11-19 17:37:21,1,900000,2025-11-19 17:37:21,2025-11-19 17:37:21
100053,Camera IP ngoài trời 360 độ 5MP TP-Link C530WS,Camera IP ngoài trời 360 độ 5MP TP-Link C530WS | Giá rẻ,camera-ngoai-troi-wifi-5mp-tp-link-c530ws,/c/a/camera-ngoai-troi-wifi-5mp-tp-link-c530ws_1.png,"Sale 20/10 từ ngy 17/10 - 20/10 : Giảm gi chỉ cn 925,000đ (số lượng c hạn, khng p dụng cng chương trnh tặng thẻ nhớ, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Độ phn giải 3K 5MP cho hnh ảnh r rng, chi tiết hơnHiển thị hnh ảnh mu sắc tươi sng ngay cả trong điều kiện nh sng yếuPhạm vi quay ngang 360 v dọc 130, chế độ theo di chuyển động, chế độ tuần traXc định người, vật nui, phương tiện, giảm thiểu cảnh bo giảKết nối Wi-Fi hoặc Ethernet, ăng-ten kp mạnh mẽ, chống chịu thời tiết IP66",-,camera-ngoai-troi-wifi-5mp-tp-link-c530ws,1290000,999,2025-11-19 17:37:21,1,150000,2025-11-19 17:37:21,2025-11-19 17:37:21
109790,Camera IP 360 độ 3MP Xiaomi C300 Dual,Camera IP 360 độ 3MP Xiaomi C300 Dual | Giá rẻ,camera-xiaomi-ip-wifi-3mp-dual-c300,/c/a/camera-xiaomi-ip-wifi-3mp-dual-c300.png,"Flash Sale cuối tuần từ 9:00-11:00 ngy 23/11/2025 p dụng thanh ton online 100% ( trừ chuyển khoản). Mỗi khch chỉ mua 1 sản phẩm trong chương trnh. Giữ đơn hng trong 24h. Số lượng c hạn, khuyến mi c thể kết thc sớm","Kết hợp camera tele v gc rộng, cho php gim st hai hướng cng lc, giảm điểm m hiệu quảĐộ phn giải 3MP với khả năng ghi hnh ban đm đầy đủ mu sắc, đảm bảo hnh ảnh r nt trong mọi điều kiệnTự động pht hiện người v m thanh, gửi cảnh bo tức th qua ứng dụng Xiaomi HomeKết nối Wi-Fi 6 gip tốc độ truyền dữ liệu nhanh v ổn định, giảm nhiễu mạng gip trải nghiệm gim st mượt m.Chipset MJA1 tch hợp cung cấp bảo vệ dữ liệu mạnh mẽ, đảm bảo an ton cho thng tin c nhn",-,camera-xiaomi-ip-wifi-3mp-dual-c300,1790000,999,2025-11-19 17:37:21,1,420000,2025-11-19 17:37:21,2025-11-19 17:37:21
75315,Camera IP ngoài trời 360 độ 3MP IMOU IPC-GS7EP-3M0WE Full Color,"Camera IP ngoài trời 360 độ 3MP IMOU IPC-GS7EP-3M0WE Full Color chính hãng, giá giảm sốc, hỏa tốc nhanh",camera-ip-wifi-3mp-imou-ipc-gs7ep-3m0we,/c/a/camera-ip-wifi-3mp-imou-ipc-gs7ep-3m0we_1_1.png,,"Camera 3MP siu nt với tầm nhn ban đm ln đến 30m.Kết nối Wi-Fi 6 siu nhanh v ổn định, hỗ trợ ứng dụng Imou tiện lợi.Pht hiện chuyển động thng minh, cảnh bo chnh xc với ci bo động 110dB.Chống nước IP66, hoạt động bền bỉ trong mọi điều kiện thời tiết.",Camera giám sát,CGS.IM.20,1690000,999,2025-11-19 17:37:21,1,600000,2025-11-19 17:37:21,2025-11-19 17:37:21
116303,Camera IP ngoài trời 4MP KBVision KX-C41L,Camera IP ngoài trời 4MP KBVision KX-C41L | Giá rẻ,camera-kbvision-ip-wifi-4mp-kx-c41l,/c/a/camera-kbvision-ip-wifi-4mp-kx-c41l.png,,"Độ phn giải 4MP Full Color, cung cấp hnh ảnh sắc nt v chi tiết, nng cao khả năng gim stTầm nhn đn LED 30m, cng nghệ đn sng thng minh cho khả năng quan st r rng vo ban đmPht hiện chuyển động & bo động chủ động, gip ứng ph kịp thời với tnh huống bất thườngTch hợp Mic v Loa cho giao tiếp dễ dng, chất liệu nhựa v kim loại đảm bảo độ bền cao",-,camera-kbvision-ip-wifi-4mp-kx-c41l,1490000,999,2025-11-19 17:37:21,1,980000,2025-11-19 17:37:21,2025-11-19 17:37:21
93917,Camera IP ngoài trời 360 độ 3MP Tiandy H333N Fullcolor,Camera IP ngoài trời 360 độ 3MP Tiandy TC H333N giá rẻ,camera-ip-wifi-ngoai-troi-tiandy-h333n-3mp-fullcolor,/c/a/camera-ip-wifi-ngoai-troi-tiandy-h333n-3mp-fullcolor_3_.png,,"Thiết kế camera Tiandy TC-H333N vỏ nhựa, nhỏ gọn, dễ dng lắp đặtĐộ phn giải 3MP, 23041296, hnh ảnh sắc nt, r rngTầm nhn ban đm hồng ngoại xa tới 50m, quan st r rng trong bng tốiTiandy TC-H333N chống nước, chống bụi IP66, gip hoạt động tốt trong mọi điều kiện thời tiếtTiandy H333N hỗ trợ thẻ nhớ ln đến 512GB, lưu trữ video lu di",-,camera-ip-wifi-ngoai-troi-tiandy-h333n-3mp-fullcolor,1250000,999,2025-11-19 17:37:21,1,510000,2025-11-19 17:37:21,2025-11-19 17:37:21
41408,Camera IP Wifi TP-Link Tapo C210 3MP,Camera IP Wifi TP-Link Tapo IP Tapo 1080P C210 | Giá rẻ,camera-ip-wifi-tp-link-tapo-c210-1080p,/c/a/camera-ip-wifi-tp-link-tapo-c210-1080p.png,"Hotsale từ ngy 24/11 - 27/11 : Giảm gi chỉ cn 490.000đ (số lượng c hạn, khng p dụng cng chương trnh khc, mỗi khch hng mua tối đa 3 sản phẩm cng loại). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Gc quay ngang 360 độ, dọc 114 độ, ghi lại video cực nt với độ phn giải cao 3MP.Tầm nhn ban đm hồng ngoại 850 nm quan st với khoảng cch đến 9 m.Pht hiện chuyển động v gửi thng bo tức th đến thiết bị di động của bạn. Kch hoạt đn v m bo để h dọa những vị khch khng mong muốn.Tương tc 2 chiều với loa v mic tch hợp sẵn.Hỗ trợ thẻ MicroSD 512 GB lưu được nhiều dữ liệu.Ci đặt v điều khiển dễ dng qua ứng dụng Tapo.",Camera giám sát,PKCA.116,899000,999,2025-11-19 17:37:21,1,309000,2025-11-19 17:37:21,2025-11-19 17:37:21
116305,Camera IP ngoài trời 360 độ 3MP KBVision KX-S3L,Camera IP ngoài trời 360 độ 3MP KBVision KX-S3L | Giá rẻ,camera-kbvision-ip-wifi-pt-3mp-kx-s3l,/c/a/camera-kbvision-ip-wifi-pt-3mp-kx-s3l_4_.png,,"Độ phn giải 3MP sắc nt, cảm biến CMOS 1/2.8 cung cấp hnh ảnh chi tiết r rng, l tưởng cho gim st ngoi trờiTnh năng quay qut 360 v theo di tự động gip bao phủ diện tch lớn m khng cần nhiều cameraHỗ trợ 4 chế độ nh sng, gồm Full Color v Smart, cho khả năng quan st tốt trong mọi điều kiệnTch hợp ci h v đn chớp cảnh bo, cng với mic v loa cho giao tiếp dễ dngKết nối ổn định, dễ dng tch hợp vo hệ thống hiện c, v hỗ trợ thẻ nhớ ln đến 256GB",-,camera-kbvision-ip-wifi-pt-3mp-kx-s3l,1590000,999,2025-11-19 17:37:21,1,990000,2025-11-19 17:37:21,2025-11-19 17:37:21
61176,Camera IP 360 độ 4MP TP-Link Tapo 2K C225 hồng ngoại,Camera IP 360 độ 4MP TP-Link Tapo 2K C225 hồng ngoại | Giá rẻ,camera-ip-wifi-tp-link-tapo-c225-2k-360-do,/c/a/camera-ip-wifi-tp-link-tapo-c225-2k-360-do_1_2.png,,"Camera an ninh thng minh Tapo C225, bảo vệ quyền ring tư với chế độ ring tư.AI thng minh pht hiện người, vật nui, phương tiện v m thanh bất thường.Quay v qut 360 độ, theo di chuyển động thng minh.Cảm biến nh sng sao, bo động m thanh v nh sng, m thanh hai chiều, dễ dng ci đặt.",Camera giám sát,camera-ip-wifi-tp-link-tapo-c225-2k-360-do,1499000,999,2025-11-19 17:37:21,1,549000,2025-11-19 17:37:21,2025-11-19 17:37:21
113809,Camera IP 360 độ 5MP EZVIZ H6C G1,Camera IP 360 độ 5MP EZVIZ H6C G1 | Giá rẻ,camera-ip-wifi-ezviz-h6c-g1-5mp,/c/a/camera-ip-wifi-ezviz-h6c-g1-5mp_1_.png,,"Độ phn giải 3K mang lại hnh ảnh sắc nt, ghi lại mọi chi tiết sống độngBao qut mọi gc nhn với khả năng xoay 360, dễ dng lắp đặt cho khng gian nh ở v doanh nghiệpGhi lại hnh ảnh mu sắc chn thực ngay cả trong điều kiện nh sng yếu, với tầm nhn ban đm ln đến 10mTự động theo di v ghi lại mọi chuyển động, gip bạn lun nắm bắt diễn biếnKiểm sot v tạo lịch trnh kiểm tra an ninh từ xa, cng tnh năng đm thoại hai chiều tiện lợi",-,camera-ip-wifi-ezviz-h6c-g1-5mp,995000,999,2025-11-19 17:37:21,1,305000,2025-11-19 17:37:21,2025-11-19 17:37:21
110973,Camera IP 360 độ 4MP Ezviz S10 có tích hợp màn hình,Camera IP 360 độ 4MP Ezviz S10 có tích hợp màn hình | Giá rẻ,camera-ezviz-ip-wifi-tich-hop-man-hinh-s10-4mp,/c/a/camera-ezviz-ip-wifi-tich-hop-man-hinh-s10-4mp.png,,"Độ phn giải 2K+ (4 MP) gip hnh ảnh cực kỳ r nt, quan st mọi chi tiết d nhỏ nhấtGc quay linh hoạt 360 độ, đảm bảo khng c điểm m trong khng gian sốngNhận diện chuyển động của người v vật nui, giảm cảnh bo sai v pht hiện tiếng khcTnh năng gọi video trực tiếp v loa Bluetooth cao cấp cho m thanh sống độngHỗ trợ Wifi băng tần kp v lưu trữ linh hoạt qua thẻ nhớ",-,camera-ezviz-ip-wifi-tich-hop-man-hinh-s10-4mp,2990000,999,2025-11-19 17:37:21,1,400000,2025-11-19 17:37:21,2025-11-19 17:37:21
116307,Camera IP ngoài trời 360 độ 5MP KBVision KX-S5L,Camera IP ngoài trời 360 độ 5MP KBVision KX-S5L | Giá rẻ,camera-kbvision-ip-wifi-pt-5mp-kx-s5l,/c/a/camera-kbvision-ip-wifi-pt-5mp-kx-s5l_3_.png,,"Độ phn giải 5MP, cảm biến CMOS 1/2.7 inch cho hnh ảnh chi tiết, l tưởng cho gim st trong cc khu vực như cổng ra vo v sn vườnHỗ trợ 4 chế độ nh sng, bao gồm Full Color v Hồng ngoại, đảm bảo quan st hiệu quả trong điều kiện tốiPht hiện chuyển động, hng ro ảo v theo di tự động gip quản l an ninh chủ độngChống nước IP66, hỗ trợ WiFi 6 v tương thch ONVIF, ph hợp cho lắp đặt ngoi trời",-,camera-kbvision-ip-wifi-pt-5mp-kx-s5l,1790000,999,2025-11-19 17:37:21,1,1030000,2025-11-19 17:37:21,2025-11-19 17:37:21
44017,Camera IP 360 độ 4 MP IMOU IPC-A42P-D ,"Camera IMOU A42 | AI phát hiện chuyển động, giá tốt",camera-ip-wifi-imou-ipc-a42p-d-4mp,/c/a/camera-ip-wifi-imou-ipc-a42p-d-4mp_1_3.png,"Hotsale từ ngy 14/06 - 16/06 : Giảm gi chỉ cn 590,000đ (số lượng c hạn, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Camera IP hồng ngoại khng dy IMOU IPC-A42P-D c độ phn giải 4.0 MP, cung cấp hnh ảnh r nt v chi tiết.Thiết kế khng dy gip camera Imou IPC A42P d dễ dng lắp đặt ở bất kỳ vị tr no m khng cần phải lo lắng về dy điện.Cảm biến hồng ngoại cho php camera hoạt động hiệu quả cả trong điều kiện nh sng thấp hoặc hon ton tối.Camera Imou a42 4mp c thể kết nối khng dy với điện thoại thng minh thng qua ứng dụng IMOU, cho php người dng xem trực tiếp v điều khiển từ xa.",Camera giám sát,PKCA.162.W,1090000,999,2025-11-19 17:37:21,1,440000,2025-11-19 17:37:21,2025-11-19 17:37:21
116216,Camera IP 360 độ 4MP KBVision KX-C4W,Camera IP 360 độ 4MP KBVision KX-C4W | Giá rẻ,camera-kbvision-ip-wifi-4mp-kx-c4w,/c/a/camera-kbvision-ip-wifi-4mp-kx-c4w.png,,"Độ phn giải 4MP cung cấp hnh ảnh chi tiết r rng, khng bị mờ nhe, đảm bảo gim st hiệu quảQuay qut 360 độ gim st ton cảnh m khng c điểm m, tăng cường an ninh cho mọi khng gianKết nối Wifi dễ dng lắp đặt m khng cần đi dy phức tạp, thuận tiện cho người dngCng nghệ AI pht hiện chuyển động, gửi cảnh bo ngay lập tức khi c đột nhậpQuan st tốt trong điều kiện nh sng yếu, đảm bảo an ninh 24/7",-,camera-kbvision-ip-wifi-4mp-kx-c4w,1290000,999,2025-11-19 17:37:21,1,890000,2025-11-19 17:37:21,2025-11-19 17:37:21
99934,Camera IP ngoài trời 360 độ 4MP Tapo C520WS,Camera IP ngoài trời 360 độ 4MP Tapo C520WS | Giá rẻ,camera-ngoai-troi-wifi-4mp-tp-link-c520ws,/c/a/camera-ngoai-troi-wifi-4mp-tp-link-c520ws_2.png,,"Chế độ xem trực tiếp 2K QHD, hnh ảnh r rng hơn 1.7 lần so với 1080pTầm nhn ban đm c mu Starlight, hiển thị mu sắc rực rỡ trong điều kiện nh sng yếuTầm nhn bao qut 360, loại bỏ điểm m, tập trung vo khu vực quan trọngPht hiện người/th cưng/xe miễn ph, thng bo kịp thời cho người dngBo động m thanh v nh sng c thể ty chỉnh, chống chịu thời tiết IP66, bảo mật nội bộ v lưu trữ đm my",-,camera-ngoai-troi-wifi-4mp-tp-link-c520ws,1190000,999,2025-11-19 17:37:21,1,160000,2025-11-19 17:37:21,2025-11-19 17:37:21
109788,Camera IP 3MP Xiaomi C100,Camera IP 3MP Xiaomi C100 | Giá rẻ,camera-xiaomi-ip-wifi-3mp-c100,/c/a/camera-xiaomi-ip-wifi-3mp-c100.png,"Flash Sale cuối tuần từ 9:00-11:00 ngy 22/11/2025 p dụng thanh ton online 100% ( trừ chuyển khoản). Mỗi khch chỉ mua 1 sản phẩm trong chương trnh. Giữ đơn hng trong 24h. Số lượng c hạn, khuyến mi c thể kết thc sớm","Camera 3MP với độ phn giải 2K gip ghi lại hnh ảnh r nt với gc nhn rộng 128 v khẩu độ F1.6 Pht hiện người, m thanh v gửi cảnh bo thời gian thực, gip nng cao an ninh cho gia đnh bạnTch hợp micr v loa cho php giao tiếp từ xa r rng thng qua ứng dụng Xiaomi HomeTấm chắn ống knh vật l v truyền dữ liệu m ha đảm bảo quyền ring tư v an ton thng tinTốc độ truyền dữ liệu nhanh v ổn định, với khả năng giảm nhiễu, mang lại trải nghiệm gim st tốt",-,camera-xiaomi-ip-wifi-3mp-c100,890000,999,2025-11-19 17:37:21,1,200000,2025-11-19 17:37:21,2025-11-19 17:37:21
108590,Camera IP ngoài trời 360 độ 5MP Imou năng lượng mặt trời IPC-B7ED-5M0TEA-EU/FSP14 (Hỗ trợ 4G),Camera IP ngoài trời 360 độ 5MP Imou năng lượng mặt trời IPC-B7ED-5M0TEA-EU/FSP14 (Hỗ trợ 4G) | Giá rẻ,camera-imou-ip-nang-luong-mat-troi-ipc-b7ed-5m0tea-eu-fsp14-5mp-4g,/c/a/camera-imou-ip-nang-luong-mat-troi-ipc-b7ed-5m0tea-eu-fsp14-5mp-4g.png,,"Hnh ảnh 2K, độ phn giả 5MP kết hợp gc quay 360 độ, cung cấp hnh ảnh r nt v bao qut mọi ngc ngchHỗ trợ cả Wi-Fi v 4G, đảm bảo kết nối ổn định ở bất kỳ đu, kể cả khu vực khng c internet cố địnhTch hợp đm thoại hai chiều, Human Detection, Auto Tracking v cảnh bo ty chỉnh, gip tăng cường an ninh hiệu quảHỗ trợ thẻ nhớ ln đến 512GB v nn video H.265/H.264, cho php lưu trữ lu di m khng lo về dung lượngPin 10.000mAh v tấm năng lượng mặt trời 5W cho php camera hoạt động lin tục m khng cần nguồn điện lưới",-,camera-imou-ip-ipc-b7ed-5m0tea-eu-fsp14-5mp-4g,2690000,999,2025-11-19 17:37:21,1,240000,2025-11-19 17:37:21,2025-11-19 17:37:21
68621,Flycam DJI Mini 2 SE,"Flycam DJI Mini 2 SE | Giá rẻ, giao nhanh, có trả góp 0%",flycam-dji-mini-2-se,/f/l/flycam-dji-mini-2-se_1__1_1.png,,"DJI mini 2 SE với trọng lượng chỉ 249g, kch thước nhỏ gọn khi gấp lại, cực tiện lợi, dễ dng mang theo khi di chuyểnCảm biến 1/2.3 CMOS 12MP, quay video 2.7K v mang đến những thước phim sống động v chn thựcTnh năng chống rung 3 trục gip cải thiện chất lượng hnh ảnh v video, d trong điều kiện khắc nghiệtDJI mini 2 SE C khả năng zoom kỹ thuật số 4x khi quay video 1080p cho php quay cận cảnh từ khoảng cch an tonCng nghệ truyền dẫn OcuSync 2.0 cho truyền video HD đến 10km với chất lượng hnh ảnh cực ổn định",-,flycam-dji-mini-2-se,7425000,999,2025-11-19 17:43:59,1,0,2025-11-19 17:43:59,2025-11-19 17:43:59
74378,Camera IP ngoài trời 3MP Xiaomi AW300 2K,"Camera IP ngoài trời 3MP Xiaomi AW300 2K | Chính hãng, giá rẻ, bền",camera-ip-wifi-xiaomi-outdoor-aw300,/c/a/camera-ip-wifi-xiaomi-outdoor-aw300_2.png,Ngy hội Smember từ ngy 6/6 - 15/6: Giảm gi cực sốc (số lượng c hạn) Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.,"Chất lượng hnh ảnh sắc nt với độ phn giải 2K.Dễ dng điều khiển camera qua ứng dụng Mi Home.Tch hợp nhiều tiện ch thng minh, quan st cực tốt.Khả năng lưu trữ tốt, khng lo mất dữ liệu.",Camera giám sát,CGS.X.07.W,1090000,999,2025-11-19 17:43:59,1,440000,2025-11-19 17:43:59,2025-11-19 17:43:59
97574,Camera hành động DJI Action 6 Standard,Camera DJI Osmo Action mới thế hệ 6 | Chính hãng giá tốt,camera-hanh-dong-dji-action-6-standard,/c/a/camera-hanh-dong-dji-action-6-standard_1_.png,,"Khng nước tới 20m hoạt động tốt dưới nước m khng cần vỏ bảo vệ, l tưởng cho cc hoạt động ngoi trờiCng nghệ RockSteady 3.0 giảm rung hiệu quả, mang lại video mượt m d di chuyển nhanhCảm biến CMOS 1/1,1 inch, hỗ trợ quay 4K/120fps với m thanh chất lượng nhờ 3 micro tch hợpPin 1950 mAh cho php ghi hnh lin tục ln đến 240 pht, đp ứng mọi nhu cầu quay phimĐiều khiển từ xa v truyền dữ liệu qua Bluetooth v Wi-Fi tiện lợi",Camera hành động,camera-hanh-dong-dji-action-6-standard,11165000,999,2025-11-19 17:43:59,1,0,2025-11-19 17:43:59,2025-11-19 17:43:59
